,f0,f1,f2,f3
0,5.0,5.0,-2.169467996537003,-1.8108154123128202
1,3.0,-1.0,-1.972086560879564,-1.4307902200312355
2,0.49754191510557405,0.0788531023008291,-0.09117464031750866,-0.08812952575813053
3,-0.64056216844953,-0.6963573540795309,-0.8809794192095749,-0.7098716439859838
4,-1.6708629908769281,-1.3836827578949924,-1.427564173078169,-1.265727036288414
5,2.2521367191212596,2.7538211924354337,2.270638210211611,2.544951800852518
6,-2.234242504437709,-2.5184018393239014,-2.1021840503824434,-1.87709198948716
7,-1.37061577230204,-1.1361318726970064,-1.6239558221057224,-1.7660159068815926
8,0.8966629196176263,0.32597137695264095,1.030112684259754,1.162632983198629
9,-1.2660447054076236,-0.892762739842506,-1.1199221323030935,-1.4542931727053359
10,1.5427077939007414,0.34323701999051415,1.3355036276809953,0.8124153568417068
11,0.7030922757590163,0.2095967746921414,0.7587725175864201,0.2892095227347792
12,1.658154859520401,1.3916529904509265,1.7544047022691993,1.4045764345758562
13,0.6085801638845526,0.1606797670170601,0.5204183858125666,0.6754282836482487
14,-0.16331497553623225,-0.008562630408678315,0.11393840021736529,-0.197957658123622
15,0.17398978799980613,0.6498737752574377,1.0286418434636095,0.7345015891299279
16,-0.043904859159290544,-0.4444100120643244,0.22027852601984324,-0.4145356525625625
17,0.9079350497491494,0.933091116452019,0.6737197966206382,0.9757005366657734
18,-1.2833834555736676,-1.3029444266329309,-1.0711819575936055,-0.7258521136641222
19,0.852887392660715,0.6651519200297004,0.9411515242116776,0.8908326839623102
20,0.699887573443692,1.5195221569491155,1.0964217335864967,1.1665894713933127
21,-1.4806295720290832,-0.8542872532432053,-1.811249139404593,-1.5792545409797778
22,1.364597265669557,1.1435910478297961,0.9656273768515283,0.6454518916084593
23,-0.006809428313918842,0.003510454566893473,-0.4055133527627446,-0.39243751223914763
24,0.0999907245568782,0.40101443771957723,-0.17134178101368971,-0.3700577675068634
25,-1.5456761230793605,-2.3335166179051323,-1.5085067097023013,-1.8569259300894394
26,0.9235750319843898,1.63882310672966,1.200525463433479,0.7501722476737774
27,-1.6012958716616954,-1.417000473138692,-2.481185545055657,-1.898223791679715
28,1.0480620754861496,1.201032496685512,0.7239674838729724,0.34013930711600915
29,-0.6584810718157263,-0.9830535289563602,-1.1425350148293865,-0.8600814650589219
30,0.0012112546662428336,-0.7280624467354583,-0.5016486162484415,-0.21963812416177625
31,1.1744557063734153,0.42701710124478964,0.6170207984408779,0.4535623017060949
